VesselPathID,VesselRouteID,NumOfArcs,ArcIDs,originTime,destinationTime
1,1,5,"1,2,3,4,5",4,32
2,1,5,"7,8,9,10,11",11,39
3,1,5,"13,14,15,16,17",18,46
4,1,5,"19,20,21,22,23",25,53
5,1,5,"6,25,26,27,28",32,60
6,1,5,"12,30,31,32,33",39,67
7,1,5,"18,35,36,37,38",46,74
8,1,5,"24,40,41,42,43",53,81
9,1,5,"29,45,46,47,48",60,88
10,1,5,"34,50,51,52,53",67,95
11,1,5,"39,55,56,57,58",74,102
12,1,5,"44,60,61,62,63",81,109
13,1,5,"49,65,66,67,68",88,116
14,1,5,"54,70,71,72,73",95,123
15,1,5,"59,75,76,77,78",102,130
16,1,5,"64,80,81,82,83",109,137
17,1,5,"69,85,86,87,88",116,144
18,1,5,"74,90,91,92,93",123,151a
19,1,5,"79,95,96,97,98",130,158
20,1,5,"84,99,100,101,102",137,165
21,1,5,"89,103,104,105,106",144,172
22,1,5,"94,107,108,109,110",151,179
23,2,7,"111,112,113,114,115,116,117",3,31
24,2,7,"119,120,121,122,123,124,125",10,38
25,2,7,"127,128,129,130,131,132,133",17,45
26,2,7,"135,136,137,138,139,140,141",24,52
27,2,7,"118,143,144,145,146,147,148",31,59
28,2,7,"126,150,151,152,153,154,155",38,66
29,2,7,"134,157,158,159,160,161,162",45,73
30,2,7,"142,164,165,166,167,168,169",52,80
31,2,7,"149,171,172,173,174,175,176",59,87
32,2,7,"156,178,179,180,181,182,183",66,94
33,2,7,"163,185,186,187,188,189,190",73,101
34,2,7,"170,192,193,194,195,196,197",80,108
35,2,7,"177,199,200,201,202,203,204",87,115
36,2,7,"184,206,207,208,209,210,211",94,122
37,2,7,"191,213,214,215,216,217,218",101,129
38,2,7,"198,220,221,222,223,224,225",108,136
39,2,7,"205,227,228,229,230,231,232",115,143
40,2,7,"212,234,235,236,237,238,239",122,150
41,2,7,"219,241,242,243,244,245,246",129,157
42,2,7,"226,247,248,249,250,251,252",136,164
43,2,7,"233,253,254,255,256,257,258",143,171
44,2,7,"240,259,260,261,262,263,264",150,178
45,3,6,"265,266,267,268,269,270",5,47
46,3,6,"272,273,274,275,276,277",12,54
47,3,6,"279,280,281,282,283,284",19,61
48,3,6,"286,287,288,289,290,291",26,68
49,3,6,"293,294,295,296,297,298",33,75
50,3,6,"300,301,302,303,304,305",40,82
51,3,6,"271,307,308,309,310,311",47,89
52,3,6,"278,313,314,315,316,317",54,96
53,3,6,"285,319,320,321,322,323",61,103
54,3,6,"292,325,326,327,328,329",68,110
55,3,6,"299,331,332,333,334,335",75,117
56,3,6,"306,337,338,339,340,341",82,124
57,3,6,"312,343,344,345,346,347",89,131
58,3,6,"318,349,350,351,352,353",96,138
59,3,6,"324,355,356,357,358,359",103,145
60,3,6,"330,360,361,362,363,364",110,152
